x0,x1,x2,x3,x4,x5,cl,cd,cm,valid
0.41251363826139237,0.43025817587706244,0.3947852722072724,-0.17363427391643554,-0.055963616262473315,0.09576110941572236,0.9927,0.01008,-0.1257,True
0.06895752820211021,0.10398830982137164,0.3493625210287142,-0.06358721344034948,-0.008848503013833803,0.2917989301062765,0.9502,0.01967,-0.1798,True
0.24425734732895416,0.14883786487804346,0.300166501039487,-0.14500914929691316,-0.17512561207268224,-0.08735039331648684,0.4341,0.00766,-0.0189,True
0.2736776725627252,0.15169010067283012,0.2792893546768993,-0.10240037124796222,-0.06397754032905076,0.058768635856178864,0.7583,0.00801,-0.0828,True
0.13230846359628523,0.396837155937188,0.4865840725004477,-0.03721393105043044,0.3447843406433904,0.21694208540063442,1.4052,0.00762,-0.2718,True
0.2012914345587139,0.08617422695426452,0.3585642359012923,-0.08679302966818965,0.17469793090592095,-0.061484744804468944,0.8206,0.00891,-0.1078,True
0.2964087189904949,0.3778700910162314,0.31830352672977563,-0.08976758792172675,0.24662037898497724,-0.13550400803095694,0.9193,0.00857,-0.0966,True
0.2969276365439953,0.1996470714960113,0.45963595049876477,0.06842679764419618,-0.08716415370784779,0.22178720319992645,0.5576,0.01124,-0.0547,True
0.46824678537788306,0.3609608104338749,0.3315300814528886,-0.11137284339341802,0.33310288855944853,0.2785374768705768,1.5008,0.01202,-0.2074,True
0.07305382202244493,0.42337355855768427,0.4529843081785669,-0.19290377985120793,0.10644722334635898,0.19244975204827225,0.8662,0.01728,-0.1884,True
0.4184305442908293,0.39607459058143163,0.28428345751171563,0.3838023819470769,0.41146113364332254,-0.11949911066446381,1.1573,0.01796,-0.0775,True
0.2546126418993203,0.19777739883247414,-0.0038643345288680298,-0.0807969293261246,-0.10689178624283788,-0.19863839270896264,0.3135,0.00724,0.0551,True
0.04994813337778603,0.18813118723181116,0.33481378312498894,-0.13143854176783637,0.3346154395210746,-0.09211345899232305,0.6265,0.01276,-0.0926,True
0.48331103957016214,0.2424492290304593,0.20275930230865868,0.0718681492994876,0.05019938124925932,0.01175475620761643,-0.6287,1e-05,0.3009,True
0.09168908939087561,0.2223857330087164,0.18912731408507039,-0.07687681198740619,-0.045055136295123366,-0.10411558398469378,0.6041,0.00871,-0.0645,True
0.3086799006447563,0.016781553998170773,-0.045757884979631014,-0.13831237977140015,-0.12516607165865,-0.04444705531892462,0.2764,0.00719,0.0541,True
0.397354470633914,0.40967204375602834,0.15228673971016643,-0.015194622005594627,0.3371452415398048,0.13213529430009158,1.2593,0.00984,-0.1376,True
0.45274126153673727,0.4616001175403212,0.024774880275565375,-0.15149792391391442,-0.05830261124843539,-0.006974680536730116,0.8209,0.00901,-0.0377,True
0.4798745750684676,0.06727552298683209,0.2298170698835053,-0.16649826065817436,0.4326125651461156,-0.16340436194756147,0.8305,0.01139,-0.037,True
0.466953875775688,0.21713823157997858,0.4109823802211228,-0.007562396647181974,-0.09826221955161922,-0.16115653317362935,0.6348,0.01215,0.0007,True
0.2910271524471428,-0.11669716883825985,0.24425148172995043,0.14078394824327534,-0.021922535924075892,-0.01817306818101805,0.6332,0.01261,-0.0148,True
0.26138941570868995,0.09366136294352634,0.4779555607977423,-0.00525968500868268,-0.14589566238602275,0.10769201705879988,0.7179,0.00984,-0.0869,True
0.13371590902117692,0.13424526725232983,0.022105906846841855,-0.013663616300019832,0.01858767734859526,-0.183877299379799,0.4471,0.00676,0.0093,True
0.37789074479600565,-0.17007762987927763,0.0720991059117086,-0.16335459565948413,-0.1571196309375701,0.0022097117348241213,0.3291,0.00896,0.0397,True
0.15271992668447637,0.14308122991210465,0.04940810809909332,-0.12530845511869665,0.12406567348862318,-0.006545867612015588,0.5509,0.00719,-0.0385,True
0.35352415197260695,0.029112052158455526,0.10404120921575832,-0.15691944005617867,-0.06679512913892788,-0.07641434467833977,0.4669,0.00778,0.0122,True
0.4107953461092358,-0.16707022144643605,0.3208163314399209,-0.08560857298001541,0.15988903134424137,-0.08006042448123374,0.7145,0.00944,-0.0337,True
0.3425821133099282,0.2044701499670572,0.4596899354170652,-0.06573562849639716,-0.05970647619022665,0.2482702623996897,1.0961,0.01095,-0.1639,True
0.30311066046232077,0.1870936319965653,0.04857939305445991,0.05187930396082058,0.20449443100115366,0.034466259520417375,0.8109,0.01192,-0.0434,True
0.44484644827359415,0.24618967542260678,0.44319958178453184,0.36091326174612376,0.012473187860276541,0.42808861644625545,1.4087,0.01657,-0.1794,True
0.47023420453785797,0.3563378643817858,0.32947441774248837,-0.1742985664907591,0.0672155286256681,0.2786154507408163,1.3355,0.01181,-0.1839,True
0.4912405177862315,0.313327885856963,0.2509736941397659,-0.1389531400406092,0.03327144977322011,-0.10372580619709763,0.9376,0.01012,-0.0635,True
0.40324088810766373,0.10045341763740112,0.3324097836959465,-0.1461722390389843,-0.06415581111558175,-0.05254856250960621,0.7219,0.0093,-0.0509,True
0.2392957084245384,0.12663234062119932,0.3430202732218361,-0.13271043646578867,0.25332375528724504,-0.046631270698663685,0.7799,0.00967,-0.0935,True
0.37665738264630205,-0.10133885595157874,0.4084157815015543,-0.10517267871815637,-0.10063740895953609,-0.0708092047963253,0.5718,0.00958,-0.0244,True
0.1428947649475542,0.05965491302445797,0.48541370366784725,-0.16061775572760106,0.17223830998895745,-0.008980543966630644,0.5833,0.01095,-0.0904,True
0.10377820580294755,0.19341699882334096,0.38762511257261084,-0.07412263765375507,0.34274834227773526,0.04331354439136895,0.9221,0.00874,-0.1542,True
0.3026834741466334,0.3501688409723223,0.48436891051320646,-0.17608430864769503,0.33930220738456224,0.23560440915363318,1.3852,0.00897,-0.2435,True
0.14421377955781423,0.09949625010729535,0.3862982366015441,0.05437028711081976,0.21301921796564932,0.14125575704368987,0.9902,0.01065,-0.1558,True
0.4639388820672717,-0.1213929027678004,0.2963644514489808,-0.02956459685091889,0.02869421866005431,-0.14638200517613528,0.7497,0.01044,-0.0158,True
0.08990363812127283,0.3475539904351513,0.17383177098256725,0.0060960109575133314,0.1908536817322105,-0.14184482548719035,0.8629,0.01014,-0.1076,True
-0.04614915792204716,0.4389852648639085,0.493632525323436,-0.11075577775107309,0.21170541382514052,-0.010136442180931765,0.6583,0.02373,-0.1357,True
0.31059182826383785,0.3519629273715917,0.4028771044768769,-0.11022364411808622,0.05323617606785169,0.01865137644254644,1.0102,0.00756,-0.1368,True
0.36946512853591057,0.43976018552783763,0.4982652574863376,0.136627844172868,-0.060995080971409404,-0.07516865905201317,0.9753,0.00159,-0.0941,True
0.26464716399153737,0.14823631637851253,0.37282386474036705,-0.030117696151495732,-0.19040315021530568,-0.18944531377248702,0.3147,0.00769,0.0313,True
0.013895281456091091,0.4979321495131565,-0.07776144878879437,-0.19968598768362622,-0.12704865684971356,-0.1918570298526949,0.1834,0.01404,0.0186,True
0.19916831901986992,0.3477287094735059,0.027003776493758375,-0.11396586017981464,0.13410265837687851,0.013531810399410066,0.7324,0.00711,-0.0646,True
0.4113252198160556,0.4456608107655358,0.4594262286893958,-0.01777084701107895,0.2710619291775921,0.3560897555448926,1.6691,0.01134,-0.265,True
0.08652818040382199,-0.054514092938596936,0.32632154786377715,-0.12188927770510014,-0.03953783534605215,0.2564798868163563,0.7816,0.01354,-0.1452,True
0.03366324046846922,-0.05895334191941859,0.29557507996406085,-0.1754204755799558,-0.09895203642846917,-0.10656815032073233,0.2301,0.00904,-0.0103,True
0.4144639536342884,0.1255215163528688,0.3977301223159127,0.02164966020383602,0.04946184302958742,-0.03450177456838038,0.8478,0.01218,-0.0594,True
0.17302890656573527,0.1279608357161927,0.43362477192872034,-0.07943954873675894,0.15272125046360896,-0.04423382406396498,0.792,0.00869,-0.1141,True
0.10717921763384392,0.07610774194936659,0.171191667617072,-0.1446398080538079,0.09816989977256779,-0.0969738725941887,0.5349,0.00794,-0.0534,True
0.18545632949726626,0.2933002606289153,0.4790001515569781,-0.10050532710316101,0.040282383135213706,-0.07363444454636414,1.0497,0.00646,-0.175,True
0.1399655201701387,0.395403048954396,0.23932284207024557,-0.17412823920565168,0.24736635528593376,0.14768531295247211,1.0928,0.00757,-0.1884,True
0.10038833004099207,0.47663719224014284,0.07153986979500193,-0.03869421698255576,0.48915509285922715,-0.01422072753885667,0.9783,0.0075,-0.1274,True
0.12377488138515819,0.19064549964460759,0.43227474281513273,-0.18125243775513122,0.3547634569156834,-0.06042454150165255,0.8244,0.00733,-0.1384,True
0.31064989286132966,-0.14472168870767477,0.3800922834997134,-0.022997575098321205,-0.0011248771967251603,0.14043110658566893,0.8079,0.00933,-0.089,True
0.47677484582334956,0.23779514238043442,0.3697359941861282,-0.12069827015355311,0.27980462643789217,0.06917443750981883,1.151,0.01174,-0.1275,True
0.49341856955035795,0.02188898592478486,0.24296427301781937,0.08619808043233496,0.020741162762898058,0.1668889679510433,1.0186,0.01439,-0.069,True
0.1200871308315799,0.39035688417165254,0.40271652070497593,-0.10691169956941002,0.13399978577615373,0.3880145577830056,1.325,0.01383,-0.2687,True
0.4897388779066529,0.11170470422624829,0.4869742063974459,-0.09064804846189979,0.029215283663844405,0.23749175836903585,1.1784,0.01239,-0.1504,True
0.31994122880779724,-0.06767332423847086,0.38734100260681065,0.10684604522210667,0.03731892813665075,-0.08728725717428165,0.0609,0.04588,0.1027,True
0.38084990646538047,0.390711323302312,0.4927016277266502,-0.19561976509145704,0.11913013554598262,0.1471962476203949,1.116,0.01057,-0.1716,True
0.0812343329303073,0.4845104739662524,0.19883465329043876,-0.19816884863373566,0.11124679716786262,0.00879072343877288,0.7574,0.01284,-0.1251,True
0.1352828769826483,-0.15320763657318562,0.2554662733745228,-0.04973767105211696,-0.15960474504918865,-0.14564434417877606,0.1864,0.00744,0.037,True
0.32911478863737414,0.35999363645914756,0.26520839876413066,-0.08195890816518932,0.4911231920159885,0.16956769448693337,1.3477,0.00951,-0.1911,True
0.37597948877044635,0.3564084004997809,0.48880458901683127,-0.008168878153826165,0.4138231164510799,0.10245145697861818,1.299,0.0105,-0.1823,True
0.498865698973133,0.018309185406482853,0.41297473137176693,0.019044734436157312,-0.1805931126835538,0.1064711661689956,-0.225,0.02562,0.1358,True
0.3056402188459027,0.4556278601441564,0.3460279409195352,0.0707344020042503,0.06436180448630063,0.13855061358965787,0.1712,0.0,0.0494,True
0.18258990524800967,-0.12628459102645506,0.23991118309927312,0.014385673656426623,-0.0279887842164665,-0.1490399900197872,0.3725,0.00963,0.0161,True
0.43753536805672816,-0.08293743759546249,0.028669157510293114,-0.1283978240435294,-0.1800908936377026,-0.14503149021972989,0.2068,0.00821,0.0965,True
0.26290196216823153,0.4135909277810555,0.4006294308788518,-0.17675930856188468,0.17407210667896011,0.011315240900582557,1.0196,0.00834,-0.155,True
0.1335092352850828,0.48059991712744715,0.19653215038746702,-0.09481928384266422,0.2205189886398875,0.05061357475435019,1.0324,0.00763,-0.1573,True
0.3518308339862964,0.2614942943968204,0.20952187102214231,-0.1603813253140825,0.336399750360626,0.11079570642856351,1.0899,0.01,-0.1341,True
0.1724557919460879,0.3680358240645724,0.4323550631550684,-0.18724694227054967,0.3734685550934656,0.1858362308807196,1.3215,0.00771,-0.2529,True
0.10227392692608989,0.05356019829229741,0.21193506777508558,0.01821820999844273,0.09870222203634682,0.1660445225935367,0.8127,0.00899,-0.1154,True
0.13441581980937478,0.18940676043714405,0.4563356093174275,-0.07342646757327431,0.10681959134494856,0.3627532593925917,1.1962,0.01275,-0.2379,True
0.2907469785286745,0.30012721696268024,0.3988883474804967,0.08745750925034157,0.21745915269036964,0.1295804165706163,0.9193,0.01493,-0.1523,True
0.06384981927592087,0.49428059244890893,0.4572890736974587,-0.12455139931834085,0.44649592570290236,0.259163570754093,1.1754,0.02098,-0.2516,True
0.3858323634782032,0.3706873903688928,0.3122617272892298,0.06520139136619041,0.18979752566236702,0.2518989649807172,1.4053,0.01189,-0.1878,True
0.3940860549376785,0.31909808828929637,0.021204378532530488,0.21393231183913686,-0.1345558972451757,-0.12133400087485247,0.8918,0.02974,-0.0155,True
0.23892440357996136,0.4271883491081104,0.131566537242366,0.009294775499801539,0.03019746969006626,0.009252265362664103,0.8958,0.00841,-0.086,True
0.46491009690637536,0.43870468826129744,-0.06467213350797657,-0.06807147998358543,0.48269506445701477,-0.1630676896593176,0.9257,0.01067,-0.0215,True
0.3963845841679174,0.08298075283593309,0.4771238042924742,-0.08177240584056926,-0.13138050180909625,0.06500908799894273,0.7044,0.01027,-0.0616,True
0.33856629929677434,0.21853710600128295,0.4903125616946928,-0.17225814458748603,0.019183205009506876,0.2006720357895913,0.9999,0.01137,-0.1578,True
0.1156305948075323,0.3140209883373373,0.29290135499455555,-0.11159694043042002,0.42451108140325794,-0.03808988648356007,0.9906,0.00697,-0.1563,True
0.3449318791074523,-0.00381965727178471,0.12654903583325477,-0.06615220034622926,-0.0482440811415949,0.014170572766537104,0.5759,0.00781,-0.0073,True
0.32255707230589864,0.25378279871810083,0.25020959194087816,-0.029525251595826946,0.15778869870163992,-0.12366532671006271,0.9882,0.00857,-0.0955,True
0.3586107540474906,0.25861919870043243,0.41991482950031106,-0.19232856404605395,0.09504869537892019,0.26479075329178675,1.2143,0.01131,-0.1955,True
0.17707397136464414,-0.04810159532287839,-0.035165057928422117,-0.02481243725270907,-0.024984111828612654,-0.048417634931819775,0.2812,0.00618,0.0451,True
0.16806855062217013,-0.04037707331411375,0.2852343904631936,-0.03247830701452109,-0.003317530405533453,0.11193612693048205,0.704,0.0082,-0.0881,True
0.3453789652712414,0.34936179296581776,0.4839007358309471,-0.059786264939523104,0.4803253475882157,-0.16086574339593238,1.0199,0.00994,-0.1168,True
0.3265846209508912,0.42348077905306,0.3357334782215126,-0.07495364182333447,0.19707650889898892,-0.12920166819044457,1.027,0.00821,-0.115,True
0.45822357712107836,-0.18567275570121575,0.2860879344997196,-0.16035642253044774,-0.03847214483067646,0.16096433783861258,0.7767,0.01121,-0.0602,True
0.1375552232693812,-0.09728010774903738,0.3955421587789338,0.0072660298971021775,0.053068006015690006,0.024584094033079318,0.6343,0.00858,-0.0775,True
0.20850829229840206,0.23106382272497328,0.1935848109241627,-0.013832498484754874,0.22941822692815328,0.020745313956824052,0.9113,0.00634,-0.1045,True
0.10355593338316049,0.09271536637902927,0.24704504954604556,-0.1638871566164255,-0.15300536307715293,0.002829349598691633,0.4436,0.0093,-0.0542,True
0.11043129999412493,0.4709094880995857,0.28819925789453704,0.04656789878718176,-0.017995731024544076,-0.12879918161133108,0.8167,0.00819,-0.0975,True
0.1994780566418371,0.09552152628870175,0.34436656819341255,-0.12442740002008261,-0.17410280515234547,-0.03756578815946987,0.4436,0.00809,-0.0343,True
0.2884234439883247,-0.14442768547148133,0.44521301477186187,-0.15887498212915033,-0.09385559420416172,0.42506407614529257,1.04,0.01242,-0.1834,True
0.29925704774478545,0.26546207381152587,0.19409040763404567,-0.1968847334111633,0.3236453376518374,0.12458822666797509,1.0461,0.00938,-0.1407,True
0.4509844750569942,-0.10612151650322554,0.4615010880630766,0.009896404712487566,-0.16324372575252488,0.2254389384386029,0.4926,0.01781,-0.0112,True
0.37427572832700856,0.2088104142649384,0.14300721410598105,-0.03582851117367672,0.41456417077036384,0.019281361109137113,1.0011,0.00977,-0.0831,True
0.10613336443098381,0.10436407639646311,0.43608524749610306,0.07129026451600623,-0.104423927686647,0.15711495297674782,1.3398,0.00789,-0.2691,True
0.11730220581433637,0.3997826516697321,-0.012432974629587534,-0.14207100912895826,0.2737754716456059,-0.06089164209182285,0.6755,0.00735,-0.0623,True
0.48412306294235136,0.012280629019354589,0.47337410368790683,0.17170557982482965,0.11588811748236222,-0.05798573100061802,0.9065,0.01741,-0.0478,True
0.37450914408599995,0.39563982614532517,0.26235846104762983,-0.16838961913021944,0.46120688189077147,0.18064855368077104,1.3659,0.01033,-0.1949,True
0.0603128539272802,0.4540088309137927,0.4023298970090348,-0.06362454151103927,0.24232947585379216,-0.10728014347155408,0.8566,0.00921,-0.1525,True
0.09612097479973575,0.09315431856825312,0.35488804296035686,-0.193267266017658,-0.08250441829479119,0.03285864719261036,0.5065,0.01045,-0.0835,True
0.14809607788475998,0.45975693612372076,0.059212194104361016,-0.12915849641588065,0.31210510425011356,-0.17652425145284964,0.7361,0.00794,-0.066,True
0.05081891255171517,0.2789117042705977,-0.10962955690572698,0.050097038538377214,0.0928888518057972,-0.1844810974598486,0.3328,0.00714,0.0401,True
0.4648716688331472,-0.13524089558666919,0.03426375940390686,-0.12674100108022535,-0.07236722625863326,-0.19288287184746392,0.2989,0.00932,0.0896,True
0.25520154826701735,0.12246469251193814,0.26575991338472493,-0.17282939045173337,0.4348774614718686,-0.15574973620042593,0.7531,0.00986,-0.0742,True
0.15867148153564742,0.27750613567981547,0.185056646042228,-0.09741595491991924,-0.19534594275178932,-0.02127436806801039,0.5736,0.0061,-0.0536,True
0.46279647280585295,0.03612454626434139,0.3661362310321699,0.026781402793635528,0.21419677133633236,-0.1671663733017342,0.8053,0.01475,-0.0268,True
0.24132694400583438,-0.03261605024865932,0.019351465700349263,-0.11652738920869433,0.19484581896212483,-0.17454504567496512,0.3423,0.00873,0.0393,True
0.36861360115546155,0.11486618195930198,0.3779485527300009,0.08577179854175654,-0.030045930421019107,0.09603757642579397,0.9663,0.0133,-0.0953,True
0.3365305939105003,0.41840179128800076,0.2481698998083393,-0.02041491919570862,0.21801837048576772,0.05037462162186007,1.1736,0.00793,-0.1402,True
0.27584880400432527,0.4759290338756606,0.4037112728535847,0.018395167839486665,-0.0029996067614061206,0.2155180670978275,1.3278,0.0086,-0.2104,True
0.21420607901499866,0.3986316336090246,0.32487004920501666,0.054152480121372304,-0.13060118971038376,0.17732056495386328,1.1148,0.00819,-0.1653,True
0.271707193328439,0.4843762003445791,0.2064265216173185,-0.15315515717467132,0.12130540593751055,-0.17921678200150323,0.8672,0.00758,-0.0885,True
0.36209352559168345,0.013624586811944533,0.0640048336959263,-0.0764042498534214,0.09615963811952666,-0.10523950547711752,0.5849,0.00781,0.0081,True
0.45873171222611925,0.293119761270623,0.49012805737298354,0.21928813125317237,0.23686526360250837,0.35721823027176375,1.9459,0.01327,-0.2963,True
0.26820725902858944,-0.17294159899076503,0.37659699007341735,0.09953615093465157,0.057450955705700135,-0.05217467911722545,-0.1472,0.0,0.1096,True
0.4851500817257102,0.3945331694808744,0.3315938311404672,0.1432245752137335,0.2898860500886239,-0.15398222484968008,0.7154,0.03265,-0.0036,True
0.32115607746334746,0.4763717546831813,-0.04202794879944208,-0.15871821963059662,0.16530990521176153,-0.16345599775405675,0.6812,0.00907,-0.0173,True
0.2989628439452586,0.16018953818714865,0.3547392959795517,-0.16120000091367445,-0.1187312789769678,0.20010095427723223,0.9143,0.01016,-0.1353,True
0.32795997164680274,0.21907019220866708,0.42528658232056,0.02828977662878482,-0.008320669843148859,0.1009404509604716,-0.021,0.02323,0.0628,True
0.38819236739855706,0.3784390691387138,0.3423044108659928,-0.10717420046103494,-0.1907226344922276,0.19883111413671767,1.0843,0.00983,-0.1433,True
0.22352331302561762,0.16795172644470424,0.3725901951564328,0.014520500761846633,0.2775170464922328,0.21517116570145634,1.1898,0.00904,-0.1885,True
0.24341472358528377,0.3501291196353529,-0.17885587756057406,-0.05193758485347166,-0.17094170753816726,-0.1943924405600335,0.1865,0.00634,0.0967,True
0.13167128141935508,0.04812420423306854,0.41343450117486263,-0.04414061020647453,-0.05108566490611563,0.3641914658758218,1.0514,0.01184,-0.2012,True
0.235156721585486,-0.1505283601191645,-0.08439579020630308,-0.19507410046478788,-0.09180176053554633,-0.13532548852158138,0.0112,0.0066,0.0961,True
0.22095955761842873,0.4537173440692192,0.24231129650819794,-0.16671506561967558,-0.18074469474741342,-0.16154766739207216,0.5311,0.0069,-0.0365,True
0.3321552660512152,0.303180102178579,0.3408104605794415,0.04688024824490111,0.2588502755145281,0.16536767129191027,0.8228,0.02714,-0.0725,True
0.2658664029913155,0.36696361304584896,0.4370419073956702,-0.0412922536724131,-0.13471547840283354,0.12288372541071718,1.0157,0.00726,-0.1508,True
0.2728771826136045,0.3843414148016529,0.43695175643395606,-0.15976681572950005,0.4818432884348373,-0.013774590734108999,1.1602,0.00855,-0.1797,True
0.10588118838463756,0.1407832693562735,0.20933252636975574,-0.19806238378213428,-0.1353552976655679,-0.0858881017969387,0.3402,0.00838,-0.0266,True
0.2564812267780538,-0.1840663364191417,0.19036634826848098,0.027108713383940636,-0.044965692675628915,0.030412067184683284,0.4989,0.00858,-0.0449,True
0.3059568431065047,-0.12049988003413195,0.236261346160064,-0.025142856330102603,-0.14584268408817586,-0.1503605919299868,0.3475,0.00783,0.0405,True
0.4092918242969615,0.21109104713038862,0.3180653970125635,-0.14467279181773385,-0.19850278828263468,0.0006340016620585143,0.6803,0.00962,-0.0453,True
0.3047903063059992,0.17076944424874624,0.24834909481591166,-0.13863434045093237,-0.13575735969739475,0.2441281162147309,0.9263,0.0097,-0.1257,True
0.3057132554759587,0.24153486650751566,0.3392366546984619,-0.16564580309710802,0.14253212864147918,-0.03959894941201614,0.8166,0.00928,-0.0927,True
0.2760246607494586,0.28277272272570025,0.020463986367447118,-0.06774385457573381,0.15408190987721582,-0.11045578321722842,0.7124,0.00675,-0.0301,True
0.1940728167988876,0.22188665735542434,0.0832640873681953,-0.17141488606953645,-0.08712974746190368,-0.09082373669262665,0.438,0.006,-0.0127,True
0.13377825864649578,0.2277519880785825,0.10621896612629284,-0.15820362152979053,-0.07512839027109292,-0.17935045240843303,0.3979,0.00615,-0.0085,True
0.24693022386119068,0.30288478323390927,0.48338255151764703,0.050331621676800165,0.4423317334465841,0.18935182290779956,1.3715,1e-05,-0.2311,True
0.4741518788545463,0.49813878587067023,0.08264029246869004,0.04027680879790535,0.2836403069308671,-0.014615458117651081,1.1682,0.01532,-0.0846,True
0.37270903156065366,-0.04339566343476292,0.40931212587319227,-0.1695206276584231,0.18954730940143638,-0.19265377975901274,0.5436,0.01089,-0.016,True
0.4417323587312026,0.18616855844596975,-0.006093463152046397,-0.05619914805815268,0.4656349175925722,-0.18284294815973734,0.7405,0.01027,0.01,True
0.3595168781283798,-0.11340274627898736,0.20849673197320695,-0.09289629814041302,0.1711456691161241,-0.15040966361028765,0.5268,0.00978,0.0094,True
0.19725778138270456,-0.040333767571256424,0.44935086260562546,-0.09316801212551039,-0.19452926668537635,0.27600649156006374,0.8141,0.01098,-0.1417,True
0.4408373863064203,0.3304544595378948,-0.07004870187068163,-0.04190832686823531,0.4015569303298408,-0.0920464417517578,0.8447,0.01009,-0.0108,True
0.24677554521571943,-0.060571784522670896,0.3860875154605174,0.0069861248049634395,-0.19967483202360525,-0.09065441597214721,0.3891,0.01046,0.0063,True
0.35801560603148325,0.3297659684217183,0.23122931282130876,-0.04640239325785914,0.04840665063303237,-0.01194861864649635,0.9727,0.008,-0.0922,True
0.4626570006112514,0.41906100772756855,0.06209923439734494,-0.0889209329431645,0.37053241305795476,-0.06350785702673098,1.0342,0.01059,-0.0647,True
0.09541550630815882,0.06571263797416016,0.4122642571664005,-0.16901384693720037,0.35690732349327087,0.03988837966934464,0.7659,0.01171,-0.1359,True
0.24551470316974167,-0.009426965023923706,0.48766540342735937,-0.004548658806736439,0.0943333364839431,0.06586358580465368,0.7873,0.0097,-0.1009,True
